TRIMESTRE,CHRONIQUE,DR,mean_1,median_1,p5_1,p10_1,p25_1,p75_1,p90_1,p95_1,mean_2,median_2,p5_2,p10_2,p25_2,p75_2,p90_2,p95_2,mean_3,median_3,p5_3,p10_3,p25_3,p75_3,p90_3,p95_3,mean_4,median_4,p5_4,p10_4,p25_4,p75_4,p90_4,p95_4,mean_5,median_5,p5_5,p10_5,p25_5,p75_5,p90_5,p95_5,mean_6,median_6,p5_6,p10_6,p25_6,p75_6,p90_6,p95_6,mean_7,median_7,p5_7,p10_7,p25_7,p75_7,p90_7,p95_7,mean_8,median_8,p5_8,p10_8,p25_8,p75_8,p90_8,p95_8,CD_TY_CLI_RCI_1,CD_TY_CLI_RCI_2,CD_ETA_CIV_1,CD_ETA_CIV_2,CD_MOD_HABI_1,CD_MOD_HABI_2,CD_PROF_1,CD_PROF_2,CD_PROF_3,CD_QUAL_VEH_1,CD_QUAL_VEH_2,dtf_per_trt,PIB,Inflation,Tx_cho
18262.0,Totale,0.018600000000000002,0.9766539131137921,0.99388895,0.91567784,0.94380968,0.97896483,0.99820207,0.99923708,0.9995265600000001,596.6988889334564,304.0,21.0,41.0,107.0,757.0,1553.0,2182.0,782.709952606635,467.0,16.0,31.0,80.0,1152.0,2035.0,2578.0,260.59564397737756,66.0,5.0,6.0,10.0,199.0,759.0,1379.0,716825.4482152415,632637.0,58056.0,111404.0,280138.0,1029350.0,1445765.0,1745339.0,0.0011615159720136231,0.0,0.0,0.0,0.0,0.0,0.0039526,0.0085256,0.15593600965890092,0.0833333,0.0,0.013888900000000001,0.027777800000000002,0.21666670000000002,0.4166667,0.55,0.30195778072134594,0.21818181818181817,0.0,0.0,0.1,0.5457199074645452,0.7777777777777778,0.8305084745762712,0.04033799843925039,0.9596620015607497,0.40805328908973415,0.5919467109102658,0.3263912025598082,0.6736087974401918,0.09492175009670835,0.3627714262076244,0.5423068236956672,0.4108550358771167,0.5891449641228833,Q42009,492638.0,0.36461126,9.533333333
18352.0,CHR2,0.0024,0.994793639306625,0.9951230150000001,0.9921086100000001,0.99259758,0.99365461,0.99626856,0.9968618300000001,0.9970143300000001,643.375,626.5,345.0,369.5,434.5,760.5,961.5,1116.5,14.728395061728396,9.0,6.0,6.0,6.0,26.0,30.0,30.0,6.525,6.0,1.0,1.0,4.0,7.0,12.0,21.0,774781.6217623278,707963.5,69270.0,132049.0,345333.0,1097045.0,1515253.0,1784585.0,4.165928003960489e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38580343,0.38958329999999997,0.0166667,0.026870750000000002,0.2875,0.52083335,0.64166665,0.71041665,0.2947816386961608,0.2474925151415207,0.0,0.00994980683719438,0.12754695335184008,0.4520547945205479,0.7476947040498443,0.8201843110811419,0.00435875197366958,0.9956412480263305,0.3603197900682723,0.6396802099317277,0.2441123490559744,0.7558876509440257,0.06524784842217626,0.3430293326217004,0.5917228189561233,0.34607601129717347,0.6539239887028265,Q12010,495051.0,1.324574628,9.366666667
18352.0,CHR8,0.1508,0.9508332928350894,0.95852282,0.88015084,0.90216279,0.9314896300000001,0.9794478400000001,0.9917583,0.99521791,127.16987413723102,79.0,9.0,16.0,34.0,147.0,289.0,386.0,28.801792828685258,26.0,6.0,6.0,9.0,34.0,58.0,72.0,58.34275274056029,51.0,6.0,7.0,17.0,84.0,112.0,133.0,850005.9388622661,810214.0,88063.0,206486.0,508984.0,1118099.0,1502007.0,1798863.0,0.007962690754483623,0.0066924,0.0007819,0.0019743,0.0037175,0.010712949999999999,0.0159363,0.0198171,0.12949166011368274,0.0816327,0.0,0.013888900000000001,0.0327869,0.1833333,0.3166667,0.442623,0.11175403498978162,0.10058405622899506,0.0,0.0,4.318721658389117e-05,0.17889532154592397,0.3012928079359448,0.439298239703529,0.04992702972578539,0.9500729702742146,0.6395268453798295,0.36047315462017054,0.6489745756202473,0.35102542437975265,0.1677548198786389,0.5461248943851295,0.28612028573623166,0.5180121361087641,0.4819878638912359,Q12010,495051.0,1.324574628,9.366666667
18352.0,Totale,0.0184,0.9774823400740976,0.99391021,0.91801499,0.94504407,0.9792630550000001,0.99820822,0.99925337,0.99953488,585.0907053359257,294.0,21.0,37.0,100.0,730.5,1515.0,2181.0,758.4178814752788,456.0,9.0,26.0,65.0,1112.0,2023.0,2588.0,253.1339922229423,63.0,5.0,6.0,10.0,187.0,715.0,1353.0,706748.2206280543,623017.5,58556.0,112812.5,279244.0,1009070.0,1428382.5,1728098.0,0.0011292922046639284,0.0,0.0,0.0,0.0,0.0,0.00377,0.008312449999999999,0.15786655765168067,0.0833333,0.0,0.013888900000000001,0.027777800000000002,0.2222222,0.4166667,0.5555556,0.3082701191810005,0.22811124424544366,0.0,0.0,0.1,0.5481927710843374,0.7727272727272727,0.8264893001735107,0.03931061579750005,0.9606893842024999,0.41268488242776186,0.5873151175722381,0.3265029778751534,0.6734970221248466,0.09398675661336903,0.36736524088268524,0.5386480025039457,0.40429844013949284,0.5957015598605071,Q12010,495051.0,1.324574628,9.366666667
18443.0,CHR2,0.0025,0.9948220112113472,0.99507895,0.99209484,0.99257803,0.99361761,0.99625008,0.9968526400000001,0.99700754,582.2105263157895,525.5,247.0,345.0,421.0,761.0,887.0,1045.0,13.67032967032967,9.0,5.0,5.0,5.0,23.0,30.0,30.0,6.578947368421052,6.0,-1.0,1.0,4.0,7.0,15.0,21.0,775693.7723559387,702073.0,73627.0,137730.0,347041.0,1097161.0,1524699.0,1793526.0,4.368048791800009e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3798839473684211,0.38958329999999997,0.0166667,0.0540541,0.2916667,0.5,0.6333333,0.6756757,0.2982584342011955,0.24931259336078365,0.0,0.019722939657196525,0.1377551020408163,0.4461538461538462,0.7289238275955543,0.8116997238262617,0.004528227050372394,0.9954717729496276,0.3649134017892557,0.6350865982107443,0.24066810629765104,0.759331893702349,0.06627076814596095,0.3467013353311886,0.5870278965228505,0.3387025693006038,0.6612974306993962,Q22010,498121.0,1.613594174,9.266666667
18443.0,CHR8,0.1558,0.9515102262024034,0.95888192,0.88226956,0.90412306,0.9322022,0.9795207300000001,0.9918366000000001,0.99542799,123.37063906097163,76.0,15.0,15.0,36.0,145.0,273.0,380.0,28.133444075304542,23.0,5.0,5.0,9.0,30.0,61.0,79.0,56.93699054450603,51.0,6.0,7.0,17.0,83.0,109.0,130.0,844158.1552678781,797926.0,106492.0,228037.0,513251.0,1102969.0,1498247.0,1785363.0,0.008074461646508031,0.0068027,0.0010989,0.0020747,0.0038132,0.010929,0.016055,0.019857,0.1334075040837972,0.0833333,0.0,0.0166667,0.0333333,0.1833333,0.3333333,0.45,0.12036045726188799,0.10204081632653061,0.0,0.0,0.00827357970215113,0.17948904777084568,0.30129277825123213,0.44639693899241834,0.05056615480068249,0.9494338451993175,0.6407631456491392,0.35923685435086083,0.6482084690553747,0.3517915309446254,0.16527066852799752,0.548549713044827,0.28617961842717543,0.5084535442841631,0.4915464557158369,Q22010,498121.0,1.613594174,9.266666667
18443.0,Totale,0.0184,0.9775191992618425,0.99381902,0.9189657800000001,0.94539617,0.97916753,0.99820713,0.99925337,0.99953687,591.0949224392813,296.0,20.0,36.0,100.0,730.0,1542.0,2227.0,782.9697380132347,485.0,9.0,23.0,65.0,1147.0,2084.0,2654.0,254.59630624670925,63.0,5.0,6.0,10.0,187.0,714.0,1365.0,702707.4399138279,615315.0,62561.0,117860.0,279244.0,1000000.0,1431240.0,1725932.0,0.0011084101972690654,0.0,0.0,0.0,0.0,0.0,0.0037313,0.0082229,0.15875130510737795,0.0833333,0.0,0.013888900000000001,0.0333333,0.2222222,0.4166667,0.5510204,0.3141044015709109,0.23202664821220045,0.0,0.0,0.10104912770826523,0.5498372481745404,0.7679901697258275,0.823300742136883,0.0386852080414282,0.9613147919585718,0.41754549327758034,0.5824545067224196,0.3274220256422645,0.6725779743577356,0.09359558310017527,0.3719929196076795,0.5344114972921452,0.3958387322056828,0.6041612677943172,Q22010,498121.0,1.613594174,9.266666667
18535.0,CHR2,0.0024,0.9948191490653515,0.99506622,0.99209484,0.99256652,0.99360182,0.9962451800000001,0.99685203,0.99700754,549.9444444444445,524.5,204.0,217.0,397.0,650.5,979.0,1020.0,11.403225806451612,10.0,3.0,3.0,3.0,20.0,24.0,24.0,5.083333333333333,5.0,0.0,1.0,2.0,7.0,7.0,15.0,766816.1711434885,687352.0,70251.0,134569.0,340630.5,1083959.5,1515780.0,1781467.0,5.86154236545249e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3323511166666667,0.34166665,0.0166667,0.0208333,0.14166665,0.5,0.6041667000000001,0.65,0.3029226281461465,0.25292153589315525,0.0,0.025033452304160955,0.1481152336517811,0.44382647385984425,0.719626168224299,0.8064516129032258,0.004286548612105919,0.9957134513878941,0.36694619224454267,0.6330538077554574,0.237005366450319,0.762994633549681,0.06674453712988573,0.34766223319265227,0.585593229677462,0.33798719545118955,0.6620128045488104,Q32010,500437.0,1.543022467,9.166666667
18535.0,CHR8,0.14880000000000002,0.9514139391917144,0.95856852,0.8847417,0.90542403,0.9322022,0.97914371,0.99144878,0.99540762,126.59583196586807,80.0,15.0,20.0,36.0,148.0,268.0,385.0,27.972513089005236,24.0,3.0,3.0,10.0,41.0,62.0,77.0,56.18575648178536,49.0,6.0,7.0,16.0,82.0,108.0,127.0,835415.7170697347,782174.0,113837.0,232891.0,513483.0,1086461.0,1495867.0,1764590.0,0.008072563536041393,0.0068182,0.0008865,0.0020704,0.0037688,0.010948900000000001,0.0159744,0.0195258,0.13340868407450301,0.0833333,0.0,0.0166667,0.0333333,0.1833333,0.3333333,0.44897960000000003,0.12227004784581189,0.1027208910023116,0.0,0.0,0.013336001067093504,0.1793484169040201,0.3015075376884422,0.4392983086149316,0.047355713061764934,0.952644286938235,0.6367318326972505,0.3632681673027494,0.6499727393099151,0.3500272606900849,0.16481034348469506,0.5551834255004284,0.28000623101487654,0.5027650128514682,0.49723498714853176,Q32010,500437.0,1.543022467,9.166666667
18535.0,Totale,0.018000000000000002,0.977859106033513,0.99373322,0.9192737400000001,0.94571432,0.9791395700000001,0.99819196,0.99925337,0.99953773,595.985610058152,297.0,20.0,41.0,107.0,745.0,1548.0,2242.0,812.5658100469069,518.0,15.0,24.0,77.0,1188.0,2135.0,2715.0,252.58970493215594,62.0,5.0,6.0,10.0,183.0,703.0,1361.0,694639.7078627013,603683.0,57229.0,109935.0,270891.0,990735.0,1429472.0,1717024.0,0.0010949109493771638,0.0,0.0,0.0,0.0,0.0,0.0036664,0.0081633,0.15918443068273783,0.0833333,0.0,0.0163934,0.0333333,0.22352940000000002,0.4166667,0.5510204,0.3176705376840326,0.23577120762012543,0.0,0.0,0.10365522933616318,0.5474885615164161,0.765437166480971,0.8213222156045265,0.03830209302376727,0.9616979069762327,0.4214835683229199,0.5785164316770801,0.328807282148049,0.6711927178519511,0.0936439550385858,0.3756336581621769,0.5307223867992373,0.3945383889632968,0.6054616110367033,Q32010,500437.0,1.543022467,9.166666667
18627.0,CHR2,0.0021,0.9948302158323551,0.995084745,0.99209484,0.9925569200000001,0.9936036450000001,0.99625996,0.99684835,0.99700754,547.8888888888889,524.0,199.0,263.0,346.0,699.0,960.0,1055.0,11.555555555555555,11.0,1.0,4.0,4.0,21.0,25.0,25.0,4.638888888888889,5.0,0.0,1.0,2.0,7.0,8.0,11.0,765329.8175121171,676982.0,68968.0,134107.0,331349.0,1085244.0,1526577.0,1799023.0,5.529469213472939e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304089525,0.3166667,0.0166667,0.0208333,0.0686937,0.45416665,0.6041667000000001,0.6333333,0.31017196471477504,0.2566287996640442,0.0,0.03471796407185629,0.15625782608695651,0.44813278008298757,0.7172735409110179,0.8051378649605404,0.00435244382431954,0.9956475561756803,0.35212103542347817,0.6478789645765218,0.22131864470313833,0.7786813552968617,0.06456819175742935,0.33223307440804684,0.6031987338345238,0.3156042399883379,0.684395760011662,Q42010,503500.0,1.64191331,9.2
